"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"684427164477820928","","","2016-01-05 17:32:06 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Danger! Peril! Excitement! Driving in Los Angeles in the rain!","","","",""
"683529251555901440","","","2016-01-03 06:04:07 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A destination is made up of a hundred small decisions","","","",""
"683429352424345600","","","2016-01-02 23:27:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","don't reroute dns until the target load balancer has healthy instances","","","",""
"682741112356798464","","","2016-01-01 01:52:20 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","not everything  you hear is true","","","",""
"682289120173899778","","","2015-12-30 19:56:17 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I think people have an unrealistic expectation of what a 59 year old woman should look like","","","",""
"681923176926806016","","","2015-12-29 19:42:09 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If you say you don't like rap, you might be racist","","","",""
"681570611945017345","","","2015-12-28 20:21:11 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Power is rarely surrendered willingly","","","",""
"680614671523565568","","","2015-12-26 05:02:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","if stormtroopers are just regular people underneath the armor, what are they doing in their downtime? Are they watching movies or something?","","","",""
"680290282089263104","","","2015-12-25 07:33:37 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Two headlights on a car help us to gauge its distance and to see how fast its moving. One headlight wouldn't.","","","",""
"679787003446046720","","","2015-12-23 22:13:46 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","It doesn't seem balanced to have a bunch of Jedi and only 2 Sith. Someone should bring some balance to the Force","","","",""
"679738100965191681","","","2015-12-23 18:59:26 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Do you know what you want to happen?","","","",""
"679453729515413505","","","2015-12-23 00:09:27 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Just lucky, I guess","","","",""
"679055893061763072","","","2015-12-21 21:48:35 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","It takes more strength to admit your weaknesses than it does to not have them","","","",""
"678459567018082305","","","2015-12-20 06:19:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The only thing that could get Californians to drive under the speed limit is rain","","","",""
"678135860110352384","","","2015-12-19 08:52:42 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Couldn't Chewbacca have parked closer?","","","",""
"677559101740548096","","","2015-12-17 18:40:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If you desire permanence in your life, software development isn't for you","","","",""
"677300673629720576","","","2015-12-17 01:33:58 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Are they going to get away?","","","",""
"676958251746009089","","","2015-12-16 02:53:19 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The scariest thing in the universe are people. Just normal regular people.","","","",""
"676483327667253248","","","2015-12-14 19:26:08 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If what someone is doing doesn't make sense to you, try to imagine what their motivation could be","","","",""
"676322773350801408","","","2015-12-14 08:48:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","week of star wars has the music constantly playing in my head","","","",""
"676321837463113728","","","2015-12-14 08:44:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sometimes when you know, you know, you know?","","","",""
"675108914829131778","","","2015-12-11 00:24:42 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Build smaller pieces, then put them together","","","",""
"674758317479079936","","","2015-12-10 01:11:33 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","My belief doesn't require yours","","","",""
"674306684131540992","","","2015-12-08 19:16:56 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lighter can be stronger","","","",""
"674061009212956673","","","2015-12-08 03:00:42 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If you're like me, you like to make hamburgers and feed them to your family","","","",""
"673697974917050369","","","2015-12-07 02:58:08 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Really shallow in our Christmas tree judgements","","","",""
"672948537097773057","","","2015-12-05 01:20:08 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Always hunting for the right soundtrack for my life's movie","","","",""
"672874516314394624","","","2015-12-04 20:26:00 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The most powerful force in the universe is human ingenuity","","","",""
"672874349188132864","","","2015-12-04 20:25:20 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Words have meaning, use them carefully","","","",""
"672856570993098752","","","2015-12-04 19:14:42 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Reducing transcript errors in human cellular replication","","","",""
"672510732970266624","","","2015-12-03 20:20:28 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","It takes conscious mental effort to overcome your learned and default behavior","","","",""
"672212402293747712","","","2015-12-03 00:35:00 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nothing like learning a new language to increase your rate of silly mistakes","","","",""
"672122779576045568","","","2015-12-02 18:38:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","It's not OK to be evil","","","",""
"671459538042621952","","","2015-11-30 22:43:23 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You never know how much is hiding behind a simple function call","","","",""
"669248408599683072","669227182070169600","74501910","2015-11-24 20:17:09 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@samaiorca your answer is more entertaining though","","","",""
"669248290198712320","669227182070169600","74501910","2015-11-24 20:16:41 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@samaiorca I was watching a very fashionably dressed blind lady walk across the street, and wondered about her thoughts","","","",""
"669212868865191936","","","2015-11-24 17:55:55 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How much of fashion and style is driven by what we see?","","","",""
